Services,Ride_Date,Ride_status,Source_pickup,Destination,Duration,Ride_id,Customer_id,Driver_id,Distance,Ride_charge,Misc_charge,Total_fare,Payment_method
Bike,13-08-2024,completed,Peenya 4th Stage,Banerghatta Road Works,39,RD1473125877477377,C125,D021,18.41,417.95,39.66,457.61,Amazon Pay
Bike,24-06-2024,completed,ITI Layout Meadows,Hennur View,32,RD6560844643718176,C062,D009,20.34,989.39,8.33,997.72,GPay
Auto,06-08-2024,cancelled,Srirampura Quarters,Anjanapura Layout,11,RD4554892096979100,C113,D026,13.78,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,BTM Layout Woods,Sarjapur Road,32,RD0660879146216187,C183,D010,2.89,913.58,39.72,953.3,QR scan
Cab,26-07-2024,completed,Kadubeesanahalli Viewpoint,Indiranagar Vista,99,RD1480103341914222,C061,D044,33.19,608.37,31.11,639.48,QR scan
Bike,03-08-2024,completed,Chikkabellandur Terrace,Adugodi Landing,57,RD1211117524277946,C086,D011,5.34,422.87,10.58,433.45,Amazon Pay
Bike,30-06-2024,completed,Vasanth Nagar Arc,Kasavanahalli Extension,23,RD3398752890871251,C139,D003,37.56,953.93,6,959.93,GPay
Bike,26-07-2024,completed,Naganathapura Alley,Koramangala 4th Block Hills,47,RD0031335456530706,C036,D005,3.18,317.98,11.13,329.11,Paytm
Bike,26-07-2024,pending,Ramamurthy Nagar Depot,Subbanna Palya Square,107,RD7976011225838531,C060,D005,35.25,0,0,0,Payment Cancelled
Cab,15-07-2024,completed,Adugodi Arcade,Bellandur Quadrant,75,RD1545137552535221,C099,D051,32.58,911.53,44.25,955.78,Amazon Pay
Auto,05-07-2024,completed,Chikka Banaswadi Arcade,Hebbal Area,65,RD1226675873187438,C040,D036,15.24,137.81,18.54,156.35,Paytm
Auto,23-07-2024,cancelled,Devarachikkanahalli Cross,Kothaguda Cross,75,RD8577288191144326,C055,D026,10.87,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Bellandur 4th Stage,Kengeri Plaza,102,RD9744338048386809,C107,D046,23.13,901.24,35.76,937,QR scan
Cab,15-07-2024,completed,Byatarayanapura Harbor,Bellandur 1st Block,52,RD9933973661214567,C085,D048,37.15,293.68,30.07,323.75,Amazon Pay
Auto,02-07-2024,completed,HRBR Layout Esplanade,Babusapalya Landing,67,RD0226441404052553,C120,D031,9.51,820.15,39.42,859.57,QR scan
Cab,23-07-2024,completed,Gottigere Quay,Amruthahalli Cut,71,RD3916303984440912,C016,D043,35.83,717.89,49.62,767.51,GPay
Parcel,18-07-2024,completed,Hebbal Kempapura Bridge,Kumaraswamy Layout Ridge,18,RD0467684262214928,C108,D058,28.67,748.81,40.24,789.05,QR scan
Parcel,08-08-2024,completed,Madiwala 1st Stage,Nagasandra Landing,92,RD7081323077584320,C198,D059,23.8,342.42,37.16,379.58,Amazon Pay
Bike,10-07-2024,completed,Begur Boulevard,Ramamurthy Nagar Quarters,47,RD4155043623373734,C179,D001,16.25,691.22,28.94,720.16,QR scan
Auto,03-08-2024,completed,Bommanahalli Hills,Kasavanahalli Lane,79,RD7098384085365917,C196,D034,13,482.72,19.96,502.68,QR scan
Cab,08-07-2024,completed,Dommasandra Pointe,Ganganagar District,53,RD3872254765250171,C098,D047,43.29,531.84,21.17,553.01,Paytm
Cab,10-08-2024,completed,Sanjay Nagar Vista,Yelahanka Cove,32,RD4009402794353795,C002,D045,10.02,328.3,26.45,354.75,Paytm
Parcel,15-08-2024,cancelled,Balagere Pointe,Chikka Banaswadi Terrace,58,RD0982834499547953,C077,D058,32.72,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,Jayanagar Hills,Hoodi Meadows,18,RD9440949249271252,C108,D018,24.26,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Hennur Road Landing,Vidyaranyapura 4th Block,81,RD1345688121310615,C192,D024,22.02,193.78,40.02,233.8,Paytm
Bike,26-07-2024,completed,Malleshwaram Crescent,Madiwala 4th Stage,28,RD6412540054805896,C140,D020,41.79,841.62,39.69,881.31,Paytm
Auto,28-06-2024,completed,Bhuvaneshwari Nagar Cut,Banaswadi 1st Block,54,RD5369989427180674,C057,D032,42,537.88,41.3,579.18,Amazon Pay
Auto,08-08-2024,completed,Kadubeesanahalli Run,Hennur Road Terrace,72,RD3885601301257310,C057,D029,29.79,603.17,9.66,612.83,GPay
Parcel,08-08-2024,completed,Kanaka Nagar Lane,Babusapalya 3rd Block,25,RD8461002492075956,C112,D058,8.98,683.64,33.28,716.92,Amazon Pay
Parcel,22-07-2024,completed,Nagwara 6th Block,Shivaji Nagar Commons,83,RD6416673642170532,C008,D058,15.09,482.91,4.51,487.42,Paytm
Auto,03-07-2024,completed,Shivaji Nagar Colony,Pai Layout Layout,13,RD9511855809508879,C087,D035,1.83,858.26,9.33,867.59,GPay
Cab,08-07-2024,completed,Chikka Banaswadi Court,Benson Town Dam,32,RD0811804590949354,C174,D052,30.98,75.12,37.65,112.77,GPay
Auto,01-07-2024,completed,Nagawara Dam,Dommasandra Colony,42,RD2369646812729540,C104,D036,39.3,256.39,31.98,288.37,GPay
Bike,21-06-2024,completed,Sonnenahalli Layout,Kothanur Loop,95,RD8047989809002405,C043,D015,21.39,62.83,23.51,86.34,GPay
Auto,03-08-2024,completed,Bellandur Ridge,Devarachikkanahalli Heights,76,RD5941720751250248,C033,D034,33.64,811.76,14.11,825.87,GPay
Bike,29-06-2024,completed,Whitefield District,Devarachikkanahalli Esplanade,82,RD8131157570752979,C137,D001,41.72,449.51,17.19,466.7,QR scan
Parcel,02-07-2024,completed,Dodda Banaswadi Mews,Chikka Banaswadi 6th Stage,51,RD6039948836070685,C101,D059,1.92,611.42,24.19,635.61,Paytm
Cab,28-06-2024,completed,Naganathapura 1st Block,Kaggalipura Circle,115,RD8742120338050819,C145,D050,45.56,64.05,43.41,107.46,Paytm
Cab,20-07-2024,cancelled,Kanaka Nagar Arc,Sarjapur Cross,15,RD7203293909847425,C007,D041,21.6,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,Ramamurthy Nagar Bay,Kumaraswamy Layout Square,76,RD8450674279635236,C165,D014,31.12,428.74,17.3,446.04,QR scan
Auto,06-07-2024,cancelled,Gottigere Quarters,Kalena Agrahara View,61,RD8766072152996157,C035,D038,44.1,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Balagere Arc,Hebbal Cutting,15,RD9780307992364308,C119,D042,45.84,703.7,44.75,748.45,Paytm
Cab,22-07-2024,completed,Benniganahalli 3rd Stage,Bellandur Outer Ring Road Bay,77,RD0703372253522834,C013,D044,36.43,572.73,30.48,603.21,Amazon Pay
Bike,25-07-2024,completed,Koramangala Colony,Madivala Depot,53,RD4141940311331944,C098,D011,14.25,356.71,41.1,397.81,Paytm
Auto,12-08-2024,completed,Kalena Agrahara Cut,Nayandahalli Viewpoint,88,RD8371038055712046,C055,D032,36.39,644.39,35.57,679.96,Paytm
Auto,23-07-2024,completed,Shivaji Nagar Bay,Shivaji Nagar Trail,54,RD9933506084971686,C084,D030,36.42,931.07,25.88,956.95,Amazon Pay
Auto,10-08-2024,completed,Subbanna Palya Alley,Madivala Side,21,RD2302694466735123,C195,D039,4.23,527.53,25.39,552.92,GPay
Parcel,28-07-2024,completed,Dasarahalli Run,Dommasandra Village,13,RD3145139702946352,C098,D057,39.07,855.31,26.85,882.16,Amazon Pay
Auto,23-07-2024,completed,Dasarahalli Mews,Frazer Town 2nd Block,59,RD3863299494820814,C193,D038,35.04,904.7,20,924.7,Paytm
Bike,08-07-2024,completed,Mahalakshmi Layout Depot,Kengeri Square,65,RD2151138556754092,C108,D009,47.63,700.06,11.17,711.23,Paytm
Cab,23-07-2024,completed,Naganathapura Hills,Rajarajeshwari Nagar Farms,51,RD6898663870004111,C021,D047,31.83,940.44,47.23,987.67,QR scan
Auto,24-06-2024,completed,Hulimavu Quarters,Bellandur Side,10,RD6064859783448698,C005,D036,29.51,500.91,4.6,505.51,Paytm
Bike,22-07-2024,completed,Gottigere Harbor,Vidyaranyapura Harbor,74,RD0105457632204628,C139,D002,42.67,251.62,20.82,272.44,Paytm
Auto,26-06-2024,completed,Kadugodi Passage,Kadubeesanahalli Fields,94,RD5540988794996651,C090,D028,25.03,572.47,27.2,599.67,Amazon Pay
Auto,06-08-2024,completed,Koramangala Zone,Doddaballapur Close,113,RD6937204118776666,C167,D026,44.2,860.43,40.66,901.09,GPay
Bike,27-07-2024,cancelled,Vijayanagar 4th Stage,Hebbal Grove,78,RD9220913314628774,C200,D021,26.56,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Kudlu Gate Promenade,KR Puram Depot,115,RD0540669107320777,C011,D001,5.65,833.75,29.84,863.59,QR scan
Bike,28-06-2024,completed,Doddakannelli View,BTM Layout 6th Block,24,RD5983113423313309,C064,D007,18.82,146.08,16.76,162.84,Amazon Pay
Bike,04-08-2024,completed,Nayandahalli Summit,Hulimavu Cross,82,RD2668696750274712,C006,D020,18.64,417.85,33.05,450.9,GPay
Cab,02-08-2024,completed,BTM Layout Farms,Vidyaranyapura Fork,103,RD0846946814067182,C040,D043,32.54,593.7,19.32,613.02,Amazon Pay
Cab,07-07-2024,completed,Bhuvaneshwari Nagar Pier,Harohalli Lane,108,RD7367468320668828,C033,D047,13.18,224.41,28.65,253.06,GPay
Parcel,04-07-2024,completed,Dooravani Nagar Woods,Hulimavu Esplanade,84,RD9014224712052958,C172,D055,44.28,674.84,12.56,687.4,Amazon Pay
Bike,23-07-2024,completed,JP Nagar Mews,Ashok Nagar Yard,36,RD4561179967340289,C145,D007,49.11,249.32,18.1,267.42,GPay
Bike,13-08-2024,completed,Yelahanka New Town Ridge,Hulimavu 4th Stage,68,RD3778662876948165,C120,D023,9.75,807.4,5.27,812.67,Amazon Pay
Bike,24-06-2024,completed,Hennur Grove,Kalyan Nagar Trail,74,RD5221825420805138,C066,D012,42.85,940.91,12.4,953.31,GPay
Auto,06-08-2024,cancelled,Kalyan Nagar Pointe,Yeshwanthpur Extension,79,RD4255842986235968,C043,D034,8.67,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,Horamavu Cutting,Munnekollal 4th Stage,67,RD6589625047683920,C156,D024,7.68,648.38,7.98,656.36,QR scan
Cab,26-07-2024,completed,Doddanekundi Court,Malleshwaram 2nd Stage,113,RD6238439618534768,C184,D041,31.53,556.52,0.08,556.6,QR scan
Bike,03-08-2024,completed,Lingarajapuram Village,Sarjapur Square,26,RD9192736438428622,C200,D006,15.38,792.06,5.35,797.41,Amazon Pay
Bike,30-06-2024,completed,Nelamangala 2nd Stage,Jalahalli 2nd Block,101,RD3312560037316789,C080,D004,40.53,814.51,2.5,817.01,GPay
Bike,26-07-2024,completed,Bommasandra Vista,Kalyan Nagar Terrace,95,RD7583324383285701,C149,D001,25.16,711.42,31.57,742.99,Paytm
Cab,29-07-2024,cancelled,Vasanth Nagar Sector,Nagarbhavi Alcove,55,RD2883581377128809,C080,D041,46.63,0,0,0,Payment Cancelled
Cab,15-07-2024,completed,RT Nagar Harbor,Hulimavu Garden,61,RD2509265005541985,C148,D050,37.65,108.91,33.47,142.38,Amazon Pay
Auto,05-07-2024,completed,Chikkabellandur Boulevard,Koramangala 6th Block Pass,74,RD5372171536604812,C097,D031,3.06,732.9,5.9,738.8,Paytm
Auto,23-07-2024,cancelled,Bellandur Outer Ring Road Crescent,Gottigere Trail,70,RD7807282239717720,C184,D028,1.28,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Doddakannelli Square,Hulimavu Nagar,69,RD6444223461688895,C020,D049,1.42,433.78,23.18,456.96,QR scan
Cab,15-07-2024,completed,Mysore Road 3rd Block,Hulimavu 5th Stage,56,RD9045507116220014,C177,D053,6.95,685.94,24.22,710.16,Amazon Pay
Auto,02-07-2024,completed,Hennur Road Pointe,Hulimavu Commons,62,RD0461003973486406,C161,D028,43.37,768.29,22.16,790.45,QR scan
Cab,23-07-2024,completed,ITI Layout Drive,Hosur Road Square,63,RD6468889569271218,C027,D051,42.03,895.78,5.2,900.98,GPay
Parcel,18-07-2024,completed,Madiwala Valley,Begur Landing,41,RD3315503801460075,C198,D057,45.75,602.88,15.31,618.19,QR scan
Parcel,08-08-2024,completed,Hennur Place,Rajarajeshwari Nagar Pier,106,RD5864980808806367,C176,D059,4.18,550.45,49.13,599.58,Amazon Pay
Bike,10-07-2024,completed,Naganathapura Fork,Gottigere Quadrant,90,RD5584107272031600,C031,D019,21.55,357.34,6.74,364.08,QR scan
Auto,03-08-2024,completed,Bhuvaneshwari Nagar Station,Jakkur Park,105,RD5913522358081714,C011,D030,32.29,995.51,35.64,1031.15,QR scan
Cab,08-07-2024,completed,Nelamangala Pass,Giri Nagar Square,87,RD3079883688855253,C137,D046,10.58,770.15,45.84,815.99,Paytm
Cab,10-08-2024,completed,Agrahara Layout Cut,Dommasandra Township,52,RD9872782028035192,C170,D045,8.49,585.47,27.48,612.95,Paytm
Parcel,15-08-2024,cancelled,Kothanur 4th Stage,Sonnenahalli Works,80,RD8146495702371089,C018,D059,19.84,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,Begur Road,Chikkabellandur Depot,80,RD8415018219544773,C166,D011,39.94,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Bhuvaneshwari Nagar Square,Rachenahalli Pier,82,RD3644731639291114,C004,D014,42.36,652.59,15.25,667.84,Paytm
Bike,26-07-2024,completed,HRBR Layout Yard,Hennur Road Square,11,RD3932079352814725,C126,D004,26.5,118.35,21.25,139.6,Paytm
Auto,28-06-2024,completed,Sanjay Nagar Cut,Horamavu Square,10,RD4284712269045972,C111,D030,4.04,449.8,39.8,489.6,Amazon Pay
Auto,08-08-2024,completed,Vasanth Nagar Station,Babusapalya Plaza,55,RD4810667760690326,C163,D039,45.9,850.53,34.01,884.54,GPay
Parcel,08-08-2024,completed,Kothanur Road,Koramangala 4th Block Track,43,RD9473617576646014,C118,D060,15.66,194.78,27.64,222.42,Amazon Pay
Parcel,22-07-2024,completed,Kudlu Gate Vista,Hoodi Vista,40,RD2944640415320521,C040,D058,3.9,925.91,16.53,942.44,Paytm
Auto,03-07-2024,completed,Doddanekundi Lane,Nagwara District,23,RD1396370669794025,C046,D036,33.21,260.82,42.86,303.68,GPay
Cab,08-07-2024,completed,Hulimavu Pass,Naganathapura Hills,94,RD5907588758173011,C134,D050,16.31,730.27,47.06,777.33,GPay
Auto,01-07-2024,completed,Nelamangala Bridge,Rajarajeshwari Nagar Woods,54,RD1017977909729436,C070,D034,1.25,515.82,43.55,559.37,GPay
Bike,21-06-2024,completed,Shivaji Nagar Run,Doddanekundi Works,85,RD2211206190264768,C138,D016,29.26,214.43,45.68,260.11,GPay
Auto,03-08-2024,completed,Kadubeesanahalli 4th Stage,Hulimavu Court,108,RD9521428527340046,C120,D031,7.41,327.69,21.62,349.31,GPay
Bike,29-06-2024,completed,Hennur Harbor,Rajajinagar Viewpoint,94,RD9194939877721583,C188,D019,31.26,857.39,6.94,864.33,QR scan
Parcel,02-07-2024,completed,Vidya Vihar Pier,HRBR Layout Terrace,42,RD9534421295442256,C069,D057,3.68,224.89,5.5,230.39,Paytm
Cab,28-06-2024,completed,Vijayanagar Extension,RMV 2nd Stage Terrace,17,RD7572745057334947,C063,D053,4.21,680.7,29.16,709.86,Paytm
Cab,20-07-2024,cancelled,Electronic City Road,Shivaji Nagar Complex,33,RD2992024808348813,C023,D044,43.39,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,Doddakannelli 6th Block,Kadugodi Bridge,92,RD7673717115763863,C116,D008,31.25,593.73,25.84,619.57,QR scan
Auto,06-07-2024,cancelled,HSR Layout Station,Mahadevapura Valley,115,RD9124333046804558,C193,D032,33.06,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Koramangala 7th Block Estate,Basavanagudi Circle,46,RD7778151520204364,C146,D049,21.99,823.8,7.25,831.05,Paytm
Cab,22-07-2024,completed,Mysore Road Fork,Pai Layout View,80,RD4349325452371406,C172,D046,2.74,914.51,47.55,962.06,Amazon Pay
Bike,25-07-2024,completed,Peenya Heights,Ramamurthy Nagar Township,79,RD9634820081445517,C087,D001,17.19,373.91,45.76,419.67,Paytm
Auto,12-08-2024,completed,Hoodi 6th Block,Jayanagar Woods,63,RD5862426522998653,C127,D038,17.56,868.01,27.08,895.09,Paytm
Auto,23-07-2024,completed,Bommasandra Bridge,Devarachikkanahalli Trail,34,RD5162649614294630,C084,D027,17.88,441.83,15.57,457.4,Amazon Pay
Auto,10-08-2024,completed,Sanjay Nagar Area,Whitefield Estate,75,RD9775200739753259,C125,D028,47.19,452.19,3.06,455.25,GPay
Parcel,28-07-2024,completed,Ramamurthy Nagar Hills,Bikasipura Plaza,64,RD8556940712149567,C091,D057,44.31,586.24,32.02,618.26,Amazon Pay
Auto,23-07-2024,completed,Madiwala 5th Block,Benniganahalli Summit,10,RD6547260387757895,C088,D029,45.48,282.41,26.87,309.28,Paytm
Bike,08-07-2024,completed,Kumaraswamy Layout Hills,Bhadrappa Layout Drive,55,RD7977770782395681,C153,D023,35.1,981.39,26.24,1007.63,Paytm
Cab,23-07-2024,completed,Kaval Byrasandra 1st Stage,Nagarbhavi Pointe,56,RD1420705923760569,C071,D048,7.52,934.43,36.4,970.83,QR scan
Auto,24-06-2024,completed,Kothnur Zone,Chandra Layout Place,21,RD4053818164491684,C003,D033,29.2,511.12,6.67,517.79,Paytm
Bike,22-07-2024,completed,Subbanna Palya Vista,VV Puram Vista,20,RD6073831996773154,C049,D003,22.45,211.4,1.47,212.87,Paytm
Auto,26-06-2024,completed,Anekal Court,Anekal Vista,104,RD9861390242985711,C062,D036,9.17,844.1,44.27,888.37,Amazon Pay
Auto,06-08-2024,completed,ITI Layout Cut,Nelamangala Boulevard,44,RD8529589042589600,C105,D032,8.12,914.84,8.24,923.08,GPay
Bike,27-07-2024,cancelled,Rajarajeshwari Nagar Crescent,Nagawara 4th Block,117,RD6484350796383937,C143,D008,48.6,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Hebbal Alcove,Hulimavu Cross,22,RD7984210718924427,C177,D016,45.66,77.86,2.47,80.33,QR scan
Bike,28-06-2024,completed,Doddakannelli Alley,Koramangala 6th Block Circle,81,RD5903012205102324,C166,D023,12.69,989.97,45.53,1035.5,Amazon Pay
Bike,04-08-2024,completed,Srirampura Esplanade,Hebbal 4th Block,32,RD3287197266874406,C126,D015,14.43,980.69,21.42,1002.11,GPay
Cab,02-08-2024,completed,Dodda Banaswadi District,Electronic City Farms,73,RD3723380276762091,C005,D041,33.73,907.71,21.62,929.33,Amazon Pay
Cab,07-07-2024,completed,Benson Town Valley,Mahadevapura 2nd Block,16,RD4207113136615330,C076,D043,32.59,412.99,10.31,423.3,GPay
Parcel,04-07-2024,completed,Dodda Banaswadi Hills,Ramamurthy Nagar Harbor,50,RD0074787626196769,C104,D060,43.3,866.58,37.14,903.72,Amazon Pay
Bike,23-07-2024,completed,Harohalli Cove,Kothnur Loop,49,RD6976606786526424,C063,D010,6.97,408.45,38.48,446.93,GPay
Bike,13-08-2024,completed,Horamavu Banaswadi Alcove,Munnekollal Station,31,RD4802932564626588,C170,D019,28.51,292.53,34.03,326.56,Amazon Pay
Bike,24-06-2024,completed,BTM 2nd Stage Quay,ITI Layout Arc,119,RD1956084239986549,C095,D016,7.42,686.85,16.96,703.81,GPay
Auto,06-08-2024,cancelled,Munnekollal 3rd Block,Varthur Farms,103,RD4947548816201460,C142,D033,16.25,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,Rajajinagar Garden,Marathahalli Lane,49,RD9282479748025304,C089,D014,24.5,974.41,8.59,983,QR scan
Cab,26-07-2024,completed,Malleshwaram Close,Naganathapura Station,98,RD8200796786242499,C191,D048,26.22,497.86,49.67,547.53,QR scan
Bike,03-08-2024,completed,Kaval Byrasandra 5th Block,Naganathapura Crescent,29,RD3617367026733376,C085,D012,14.17,870.17,12.28,882.45,Amazon Pay
Bike,30-06-2024,completed,Kaggalipura Arcade,Kaval Byrasandra Boulevard,100,RD0578565134498132,C180,D015,47.94,906.41,29.93,936.34,GPay
Bike,26-07-2024,completed,Kothanur Enclave,Doddaballapur Track,39,RD5362070582500293,C070,D010,17.4,960.99,27.79,988.78,Paytm
Auto,06-08-2024,completed,Babusapalya Enclave,Ramamurthy Nagar Square,96,RD9152118642422366,C065,D033,38.9,89,23.9,112.9,GPay
Cab,15-07-2024,completed,Doddakannelli Farms,Hebbal Kempapura Crescent,71,RD3545003500323812,C060,D041,22.07,788,24.94,812.94,Amazon Pay
Auto,05-07-2024,completed,Hennur Lane,Chikkabellandur Loop,35,RD9651298965382918,C185,D028,7.52,891.84,37.37,929.21,Paytm
Auto,23-07-2024,cancelled,Chandra Layout Valley,Ramamurthy Nagar District,47,RD4697664905605665,C081,D026,32.84,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Kasturi Nagar Sector,JP Nagar 1st Block,101,RD0460996741803449,C191,D048,43.73,969.39,10.29,979.68,QR scan
Cab,15-07-2024,completed,Ramamurthy Nagar Farms,Gottigere Arc,114,RD0473573140158742,C196,D051,31.78,133.59,15.91,149.5,Amazon Pay
Auto,02-07-2024,completed,VV Puram Promenade,Kanaka Nagar Garden,16,RD2979590894047997,C048,D028,39.96,133.32,48.22,181.54,QR scan
Cab,23-07-2024,completed,Kadugodi Square,Sadashiva Nagar Bay,77,RD2248208615735922,C056,D051,23.9,352.9,43.65,396.55,GPay
Parcel,18-07-2024,completed,Hosur Road 3rd Stage,Bellandur Outer Ring Road Valley,31,RD8006748849824717,C124,D057,19.46,140.71,42.77,183.48,QR scan
Parcel,08-08-2024,completed,Kothanur Lane,Kadugodi Promenade,111,RD8285646866775244,C186,D059,23.04,845.55,27.43,872.98,Amazon Pay
Bike,10-07-2024,completed,Magadi Road Passage,Sanjay Nagar Loop,97,RD7835361493295778,C195,D017,22.1,361.3,25.68,386.98,QR scan
Auto,03-08-2024,completed,Balagere 2nd Stage,Thanisandra Dam,113,RD5661348508180649,C153,D029,22.26,115.21,40.6,155.81,QR scan
Cab,08-07-2024,completed,Domlur 5th Block,Avalahalli Bay,69,RD0084782842267792,C026,D053,22.91,248.9,1.74,250.64,Paytm
Cab,10-08-2024,completed,Kasavanahalli Cut,Hebbal Kempapura Quarters,75,RD6347403245062047,C050,D044,36.96,850.46,40.91,891.37,Paytm
Parcel,15-08-2024,cancelled,HSR Layout Enclave,Kasturi Nagar Area,47,RD2226500576342353,C059,D057,33.12,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,Kanakapura Commons,Sonnenahalli Road,32,RD2349959518313227,C046,D010,44.88,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,JP Nagar Cove,Dr. Shivaram Karanth Nagar Place,59,RD7996075596917368,C004,D023,5.62,898.17,29.65,927.82,Paytm
Bike,26-07-2024,completed,Kengeri 1st Stage,Chokkanahalli Woods,68,RD0079200663171391,C137,D005,37.24,563.84,40.9,604.74,Paytm
Auto,28-06-2024,completed,Chikkajala Promenade,Chikka Banaswadi Works,78,RD9254554094854297,C071,D025,19.56,322.54,0.7,323.24,Amazon Pay
Auto,08-08-2024,completed,Kasavanahalli Meadows,Chikkalasandra Alley,57,RD1110701339346057,C014,D033,28.55,146.5,18.25,164.75,GPay
Parcel,08-08-2024,completed,Indiranagar Yard,Doddakannelli Crescent,88,RD5562205537927287,C075,D060,16.78,60.24,30.3,90.54,Amazon Pay
Parcel,22-07-2024,completed,Kalena Agrahara 1st Block,Banaswadi View,61,RD6806426429212512,C033,D060,35.19,398.55,32.03,430.58,Paytm
Auto,03-07-2024,completed,Chandra Layout Commons,Ramamurthy Nagar Alcove,67,RD3448594422488839,C193,D032,42.72,300.16,8.79,308.95,GPay
Cab,08-07-2024,completed,Vijayanagar Park,Billekahalli Bay,99,RD2734629989492381,C027,D053,46.45,88.79,22.1,110.89,GPay
Auto,01-07-2024,completed,Chikkajala Square,Adugodi Village,96,RD3369752297885778,C004,D034,1.07,220.56,2.52,223.08,GPay
Bike,21-06-2024,completed,Ulsoor Fork,Kanaka Nagar 2nd Stage,33,RD8051747831843158,C073,D016,5.86,385.44,37.71,423.15,GPay
Auto,03-08-2024,completed,Hosur Road Side,Jakkasandra Bridge,99,RD7148731973392654,C123,D032,10.54,190.74,40.92,231.66,GPay
Bike,29-06-2024,completed,Koramangala 1st Stage,Subbanna Palya Extension,87,RD5374673704262233,C088,D006,10.6,892.15,49.16,941.31,QR scan
Parcel,02-07-2024,completed,Marathahalli Harbor,Kadugodi Quarters,75,RD0870994664413199,C014,D057,28.33,803.18,13.45,816.63,Paytm
Cab,28-06-2024,completed,Horamavu Banaswadi Road,Balagere Harbor,36,RD9840800019650855,C123,D041,17.72,604.49,9.61,614.1,Paytm
Cab,20-07-2024,cancelled,Madiwala 2nd Block,Horamavu Commons,49,RD1843460507384278,C017,D046,15.47,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,Kothanur Square,Dr. Shivaram Karanth Nagar Depot,60,RD2230059659718741,C126,D003,7.22,503.44,25.94,529.38,QR scan
Auto,06-07-2024,cancelled,Kalyan Nagar Lane,Anekal Nagar,25,RD3718003255760518,C148,D035,36.49,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Peenya Vista,Agrahara Layout Quarry,36,RD8178145040612685,C176,D040,44.92,317.05,5.53,322.58,Paytm
Cab,22-07-2024,completed,HRBR Layout Works,Kodigehalli Promenade,33,RD2999318585919888,C039,D042,44.19,713.08,30.45,743.53,Amazon Pay
Bike,25-07-2024,completed,Bhadrappa Layout Terrace,Arekere Woods,45,RD5460236541529556,C145,D010,48.29,977.68,14.32,992,Paytm
Auto,12-08-2024,completed,Kengeri Road,Avalahalli Loop,78,RD7891805563657586,C022,D028,15.57,644.37,32.55,676.92,Paytm
Auto,23-07-2024,completed,Subbanna Palya Quarters,Mysore Road Road,60,RD8755267715852544,C031,D033,40.23,873.19,20.35,893.54,Amazon Pay
Auto,10-08-2024,completed,Koramangala 6th Block Quarry,Rachenahalli Side,95,RD6632869740149977,C196,D031,22.97,346.82,31.12,377.94,GPay
Parcel,28-07-2024,completed,Subbanna Palya Quadrant,Nayandahalli Square,53,RD8912213788184461,C156,D059,26.53,234.99,3.81,238.8,Amazon Pay
Auto,23-07-2024,completed,Electronic City Works,Gottigere 5th Stage,85,RD0607842298179186,C159,D028,46.91,63.92,5.78,69.7,Paytm
Bike,08-07-2024,completed,Devarachikkanahalli Extension,Bagalur Loop,31,RD3269632566076454,C199,D017,42.34,412.55,12.95,425.5,Paytm
Cab,23-07-2024,completed,Amruthahalli Nagar,Yelahanka Pointe,85,RD2229039229895291,C098,D047,16.87,629.05,14.64,643.69,QR scan
Auto,24-06-2024,completed,Kengeri Cross,Dodda Banaswadi Landing,45,RD7062343610534564,C114,D029,27.42,169.29,24.05,193.34,Paytm
Bike,22-07-2024,completed,Sahakar Nagar Works,Dodda Banaswadi Grove,10,RD0693402882962213,C151,D014,18.96,791.7,49.36,841.06,Paytm
Auto,26-06-2024,completed,Dodda Banaswadi Heights,Billekahalli Quarters,76,RD8236977680777133,C079,D034,42.49,849.68,3.54,853.22,Amazon Pay
Auto,06-08-2024,completed,Sarjapur Crescent,Nelamangala Terrace,70,RD8830197946256349,C159,D025,31.34,157.71,48.33,206.04,GPay
Bike,27-07-2024,cancelled,Chokkanahalli Run,Hebbal Terrace,60,RD5984759927643035,C157,D024,16.25,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Kothanur 1st Stage,Vidyaranyapura Fork,105,RD9098135409541449,C026,D007,1.76,745.17,23.3,768.47,QR scan
Bike,28-06-2024,completed,Mahalakshmi Layout Landing,Dooravani Nagar District,55,RD6827457423586046,C161,D007,7.98,473.56,35.13,508.69,Amazon Pay
